label,Column1,id,form_id,name,form,alias,image_name,category,weight,height,type_1,type_2,ability_1,ability_2,ability_3,last_gen,H,A,B,C,D,S
,0829-000,829,0,ヒメンカ,,ヒメンカ,,はなかざりポケモン,2.2,0.4,くさ,,わたげ,さいせいりょく,ほうし,8,40,40,60,40,60,10
,0830-000,830,0,ワタシラガ,,ワタシラガ,,わたかざりポケモン,2.5,0.5,くさ,,わたげ,さいせいりょく,ほうし,8,60,50,90,80,120,60
,0831-000,831,0,ウールー,,ウールー,,ひつじポケモン,6.0,0.6,ノーマル,,もふもふ,にげあし,ぼうだん,8,42,40,55,40,45,48
,0832-000,832,0,バイウールー,,バイウールー,,ひつじポケモン,43.0,1.3,ノーマル,,もふもふ,ふくつのこころ,ぼうだん,8,72,80,100,60,90,88
702.0,0833-000,833,0,カムカメ,,カムカメ,pm0833_00_00_00.png,くいつきポケモン,8.5,0.3,みず,,がんじょうあご,シェルアーマー,すいすい,9,50,64,50,38,38,44
703.0,0834-000,834,0,カジリガメ,,カジリガメ,pm0834_00_00_00.png,かみつきポケモン,115.5,1.0,みず,いわ,がんじょうあご,シェルアーマー,すいすい,9,90,115,90,48,68,74
,0834-999,834,999,カジリガメ,キョダイマックス,カジリガメ(キョダイ),,-,9999.9,24.0,みず,いわ,がんじょうあご,シェルアーマー,すいすい,8,90,115,90,48,68,74
,0835-000,835,0,ワンパチ,,ワンパチ,,こいぬポケモン,13.5,0.3,でんき,,たまひろい,びびり,,8,59,45,50,40,50,26
,0836-000,836,0,パルスワン,,パルスワン,,いぬポケモン,34.0,1.0,でんき,,がんじょうあご,かちき,,8,69,90,60,90,60,121
731.0,0837-000,837,0,タンドン,,タンドン,pm0837_00_00_00.png,せきたんポケモン,12.0,0.3,いわ,,じょうききかん,たいねつ,もらいび,9,30,40,50,40,50,30
732.0,0838-000,838,0,トロッゴン,,トロッゴン,pm0838_00_00_00.png,せきたんポケモン,78.0,1.1,いわ,ほのお,じょうききかん,ほのおのからだ,もらいび,9,80,60,90,60,70,50
733.0,0839-000,839,0,セキタンザン,,セキタンザン,pm0839_00_00_00.png,せきたんポケモン,310.5,2.8,いわ,ほのお,じょうききかん,ほのおのからだ,もらいび,9,110,80,120,80,90,30
,0839-999,839,999,セキタンザン,キョダイマックス,セキタンザン(キョダイ),,-,9999.9,42.0,いわ,ほのお,じょうききかん,ほのおのからだ,もらいび,8,110,80,120,80,90,30
761.0,0840-000,840,0,カジッチュ,,カジッチュ,pm0840_00_00_00.png,りんごぐらしポケモン,0.5,0.2,くさ,ドラゴン,じゅくせい,くいしんぼう,ぼうだん,9,40,40,80,40,40,20
762.0,0841-000,841,0,アップリュー,,アップリュー,pm0841_00_00_00.png,りんごはねポケモン,1.0,0.3,くさ,ドラゴン,じゅくせい,くいしんぼう,はりきり,9,70,110,80,95,60,70
,0841-999,841,999,アップリュー,キョダイマックス,アップリュー(キョダイ),,-,9999.9,24.0,くさ,ドラゴン,じゅくせい,くいしんぼう,はりきり,8,70,110,80,95,60,70
763.0,0842-000,842,0,タルップル,,タルップル,pm0842_00_00_00.png,りんごじるポケモン,13.0,0.4,くさ,ドラゴン,じゅくせい,くいしんぼう,あついしぼう,9,110,85,80,100,80,30
,0842-999,842,999,タルップル,キョダイマックス,タルップル(キョダイ),,-,9999.9,24.0,くさ,ドラゴン,じゅくせい,くいしんぼう,あついしぼう,8,110,85,80,100,80,30
734.0,0843-000,843,0,スナヘビ,,スナヘビ,pm0843_00_00_00.png,すなへびポケモン,7.6,2.2,じめん,,すなはき,だっぴ,すながくれ,9,52,57,75,35,50,46
735.0,0844-000,844,0,サダイジャ,,サダイジャ,pm0844_00_00_00.png,すなへびポケモン,65.5,3.8,じめん,,すなはき,だっぴ,すながくれ,9,72,107,125,65,70,71
,0844-999,844,999,サダイジャ,キョダイマックス,サダイジャ(キョダイ),,-,9999.9,22.0,じめん,,すなはき,だっぴ,すながくれ,8,72,107,125,65,70,71
708.0,0845-000,845,0,ウッウ,,ウッウ,pm0845_11_00_00.png,うのみポケモン,18.0,0.8,ひこう,みず,うのミサイル,,,9,70,85,55,85,95,85
706.0,0846-000,846,0,サシカマス,,サシカマス,pm0846_00_00_00.png,とつげきポケモン,1.0,0.5,みず,,すいすい,スクリューおびれ,,9,41,63,40,40,30,66
707.0,0847-000,847,0,カマスジョー,,カマスジョー,pm0847_00_00_00.png,くしざしポケモン,30.0,1.3,みず,,すいすい,スクリューおびれ,,9,61,123,60,60,50,136
714.0,0848-000,848,0,エレズン,,エレズン,pm0848_00_00_00.png,あかごポケモン,11.0,0.4,でんき,どく,びびり,せいでんき,ぶきよう,9,40,38,35,54,35,40
715.0,0849-000,849,0,ストリンダー,ハイなすがた,ストリンダー(ハイ),pm0849_11_00_00.png,パンクポケモン,40.0,1.6,でんき,どく,パンクロック,プラス,テクニシャン,9,75,98,70,114,70,75
716.0,0849-001,849,1,ストリンダー,ローなすがた,ストリンダー(ロー),pm0849_12_00_00.png,パンクポケモン,40.0,1.6,でんき,どく,パンクロック,マイナス,テクニシャン,9,75,98,70,114,70,75
,0849-999,849,999,ストリンダー,キョダイマックス,ストリンダー(キョダイ),,-,9999.9,24.0,でんき,どく,パンクロック,プラス,,0,0,0,0,0,0,0
,0850-000,850,0,ヤクデ,,ヤクデ,,はつねつポケモン,1.0,0.7,ほのお,むし,もらいび,しろいけむり,ほのおのからだ,8,50,65,45,50,50,45
,0851-000,851,0,マルヤクデ,,マルヤクデ,,はつねつポケモン,120.0,3.0,ほのお,むし,もらいび,しろいけむり,ほのおのからだ,8,100,115,65,90,90,65
,0851-999,851,999,マルヤクデ,キョダイマックス,マルヤクデ(キョダイ),,-,9999.9,75.0,ほのお,むし,もらいび,しろいけむり,ほのおのからだ,8,100,115,65,90,90,65
,0852-000,852,0,タタッコ,,タタッコ,,だだっこポケモン,4.0,0.6,かくとう,,じゅうなん,テクニシャン,,8,50,68,60,50,50,32
,0853-000,853,0,オトスパス,,オトスパス,,じゅうじゅつポケモン,39.0,1.6,かくとう,,じゅうなん,テクニシャン,,8,80,118,90,70,80,42
767.0,0854-000,854,0,ヤバチャ,,ヤバチャ,pm0854_11_00_00.png,こうちゃポケモン,0.2,0.1,ゴースト,,くだけるよろい,のろわれボディ,,9,40,45,45,74,54,50
768.0,0855-000,855,0,ポットデス,,ポットデス,pm0855_11_00_00.png,こうちゃポケモン,0.4,0.2,ゴースト,,くだけるよろい,のろわれボディ,,9,60,65,65,134,114,70
764.0,0856-000,856,0,ミブリム,,ミブリム,pm0856_00_00_00.png,おだやかポケモン,3.4,0.4,エスパー,,いやしのこころ,きけんよち,マジックミラー,9,42,30,45,56,53,39
765.0,0857-000,857,0,テブリム,,テブリム,pm0857_00_00_00.png,せいしゅくポケモン,4.8,0.6,エスパー,,いやしのこころ,きけんよち,マジックミラー,9,57,40,65,86,73,49
766.0,0858-000,858,0,ブリムオン,,ブリムオン,pm0858_00_00_00.png,せいじゃくポケモン,5.1,2.1,エスパー,フェアリー,いやしのこころ,きけんよち,マジックミラー,9,57,90,95,136,103,29
,0858-999,858,999,ブリムオン,キョダイマックス,ブリムオン(キョダイ),,-,9999.9,26.0,エスパー,フェアリー,いやしのこころ,きけんよち,マジックミラー,8,57,90,95,136,103,29
758.0,0859-000,859,0,ベロバー,,ベロバー,pm0859_00_00_00.png,いじわるポケモン,5.5,0.4,あく,フェアリー,いたずらごころ,おみとおし,わるいてぐせ,9,45,45,30,55,40,50
759.0,0860-000,860,0,ギモー,,ギモー,pm0860_00_00_00.png,しょうわるポケモン,12.5,0.8,あく,フェアリー,いたずらごころ,おみとおし,わるいてぐせ,9,65,60,45,75,55,70
760.0,0861-000,861,0,オーロンゲ,,オーロンゲ,pm0861_00_00_00.png,ビルドアップポケモン,61.0,1.5,あく,フェアリー,いたずらごころ,おみとおし,わるいてぐせ,9,95,120,65,95,75,60
,0861-999,861,999,オーロンゲ,キョダイマックス,オーロンゲ(キョダイ),,-,9999.9,32.0,あく,フェアリー,いたずらごころ,おみとおし,わるいてぐせ,8,95,120,65,95,75,60
,0862-000,862,0,タチフサグマ,,タチフサグマ,,ていしポケモン,46.0,1.6,あく,ノーマル,すてみ,こんじょう,まけんき,8,93,90,101,60,81,95
745.0,0863-000,863,0,ニャイキング,,ニャイキング,pm0863_00_31_00.png,バイキングポケモン,28.0,0.8,はがね,,カブトアーマー,かたいツメ,はがねのせいしん,9,70,110,100,50,60,50
,0864-000,864,0,サニゴーン,,サニゴーン,,さんごポケモン,0.4,1.0,ゴースト,,くだけるよろい,ほろびのボディ,,8,60,95,50,145,130,30
,0865-000,865,0,ネギガナイト,,ネギガナイト,,かるがもポケモン,117.0,0.8,かくとう,,ふくつのこころ,きもったま,,8,62,135,95,68,82,65
,0866-000,866,0,バリコオル,,バリコオル,,コメディアンポケモン,58.2,1.5,こおり,エスパー,ちどりあし,バリアフリー,アイスボディ,8,80,85,75,110,100,70
,0867-000,867,0,デスバーン,,デスバーン,,おんねんポケモン,66.6,1.6,じめん,ゴースト,さまようたましい,,,8,58,95,145,50,105,30
718.0,0868-000,868,0,マホミル,,マホミル,pm0868_00_00_00.png,クリームポケモン,0.3,0.2,フェアリー,,スイートベール,アロマベール,,9,45,40,40,50,61,34
719.0,0869-000,869,0,マホイップ,ミルキィバニラ,マホイップ,pm0869_11_00_00.png,クリームポケモン,0.5,0.3,フェアリー,,スイートベール,アロマベール,,9,65,60,75,110,121,64
720.0,0869-000,869,0,マホイップ,ミルキィルビー,マホイップ,pm0869_12_00_00.png,クリームポケモン,0.5,0.3,フェアリー,,スイートベール,アロマベール,,9,65,60,75,110,121,64
721.0,0869-000,869,0,マホイップ,ミルキィまっちゃ,マホイップ,pm0869_13_00_00.png,クリームポケモン,0.5,0.3,フェアリー,,スイートベール,アロマベール,,9,65,60,75,110,121,64
722.0,0869-000,869,0,マホイップ,ミルキィミント,マホイップ,pm0869_14_00_00.png,クリームポケモン,0.5,0.3,フェアリー,,スイートベール,アロマベール,,9,65,60,75,110,121,64
723.0,0869-000,869,0,マホイップ,ミルキィレモン,マホイップ,pm0869_15_00_00.png,クリームポケモン,0.5,0.3,フェアリー,,スイートベール,アロマベール,,9,65,60,75,110,121,64
724.0,0869-000,869,0,マホイップ,ミルキィソルト,マホイップ,pm0869_16_00_00.png,クリームポケモン,0.5,0.3,フェアリー,,スイートベール,アロマベール,,9,65,60,75,110,121,64
725.0,0869-000,869,0,マホイップ,ルビーミックス,マホイップ,pm0869_17_00_00.png,クリームポケモン,0.5,0.3,フェアリー,,スイートベール,アロマベール,,9,65,60,75,110,121,64
726.0,0869-000,869,0,マホイップ,キャラメルミックス,マホイップ,pm0869_18_00_00.png,クリームポケモン,0.5,0.3,フェアリー,,スイートベール,アロマベール,,9,65,60,75,110,121,64
727.0,0869-000,869,0,マホイップ,トリプルミックス,マホイップ,pm0869_19_00_00.png,クリームポケモン,0.5,0.3,フェアリー,,スイートベール,アロマベール,,9,65,60,75,110,121,64
,0869-999,869,999,マホイップ,キョダイマックス,マホイップ(キョダイ),,-,9999.9,30.0,フェアリー,,スイートベール,アロマベール,,8,65,60,75,110,121,64
717.0,0870-000,870,0,タイレーツ,,タイレーツ,pm0870_00_00_00.png,じんけいポケモン,62.0,3.0,かくとう,,カブトアーマー,まけんき,,9,65,100,100,70,60,75
746.0,0871-000,871,0,バチンウニ,,バチンウニ,pm0871_00_00_00.png,うにポケモン,1.0,0.3,でんき,,ひらいしん,エレキメイカー,,9,48,101,95,91,85,15
747.0,0872-000,872,0,ユキハミ,,ユキハミ,pm0872_00_00_00.png,いもむしポケモン,3.8,0.3,こおり,むし,りんぷん,こおりのりんぷん,,9,30,25,35,45,30,20
748.0,0873-000,873,0,モスノウ,,モスノウ,pm0873_00_00_00.png,こおりがポケモン,42.0,1.3,こおり,むし,りんぷん,こおりのりんぷん,,9,70,65,60,125,90,65
769.0,0874-000,874,0,イシヘンジン,,イシヘンジン,pm0874_00_00_00.png,きょせきポケモン,520.0,2.5,いわ,,パワースポット,,,9,100,125,135,20,20,70
770.0,0875-000,875,0,コオリッポ,アイスフェイス,コオリッポ(アイス),pm0875_11_00_00.png,ペンギンポケモン,89.0,1.4,こおり,,アイスフェイス,,,9,75,80,110,65,90,50
771.0,0875-001,875,1,コオリッポ,ナイスフェイス,コオリッポ(ナイス),pm0875_12_00_00.png,ペンギンポケモン,89.0,1.4,こおり,,アイスフェイス,,,9,75,80,70,65,50,130
743.0,0876-000,876,0,イエッサン,オスのすがた,イエッサン(オス),pm0876_00_00_00.png,かんじょうポケモン,28.0,0.9,エスパー,ノーマル,せいしんりょく,シンクロ,サイコメイカー,9,60,65,55,105,95,95
744.0,0876-001,876,1,イエッサン,メスのすがた,イエッサン(メス),pm0876_01_00_00.png,かんじょうポケモン,28.0,0.9,エスパー,ノーマル,マイペース,シンクロ,サイコメイカー,9,70,55,65,95,105,85
741.0,0877-000,877,0,モルペコ,まんぷくもよう,モルペコ,pm0877_11_00_00.png,にめんポケモン,3.0,0.3,でんき,あく,はらぺこスイッチ,,,9,58,95,58,70,58,97
728.0,0878-000,878,0,ゾウドウ,,ゾウドウ,pm0878_00_00_00.png,どうぞうポケモン,100.0,1.2,はがね,,ちからずく,ヘヴィメタル,,9,72,80,49,40,49,40
729.0,0879-000,879,0,ダイオウドウ,,ダイオウドウ,pm0879_00_00_00.png,どうぞうポケモン,650.0,3.0,はがね,,ちからずく,ヘヴィメタル,,9,122,130,69,80,69,30
,0879-999,879,999,ダイオウドウ,キョダイマックス,ダイオウドウ(キョダイ),,-,9999.9,23.0,はがね,,ちからずく,ヘヴィメタル,,8,122,130,69,80,69,30
,0880-000,880,0,パッチラゴン,,パッチラゴン,,かせきポケモン,190.0,1.8,でんき,ドラゴン,ちくでん,はりきり,すなかき,8,90,100,90,80,70,75
,0881-000,881,0,パッチルドン,,パッチルドン,,かせきポケモン,150.0,2.3,でんき,こおり,ちくでん,せいでんき,ゆきかき,8,90,100,90,90,80,55
,0882-000,882,0,ウオノラゴン,,ウオノラゴン,,かせきポケモン,215.0,2.3,みず,ドラゴン,ちょすい,がんじょうあご,すなかき,8,90,90,100,70,80,75
,0883-000,883,0,ウオチルドン,,ウオチルドン,,かせきポケモン,175.0,2.0,みず,こおり,ちょすい,アイスボディ,ゆきかき,8,90,90,100,80,90,55
730.0,0884-000,884,0,ジュラルドン,,ジュラルドン,pm0884_00_00_00.png,ごうきんポケモン,40.0,1.8,はがね,ドラゴン,ライトメタル,ヘヴィメタル,すじがねいり,9,70,95,115,120,50,85
,0884-999,884,999,ジュラルドン,キョダイマックス,ジュラルドン(キョダイ),,-,9999.9,43.0,はがね,ドラゴン,ライトメタル,ヘヴィメタル,すじがねいり,8,70,95,115,120,50,85
772.0,0885-000,885,0,ドラメシヤ,,ドラメシヤ,pm0885_00_00_00.png,うらめしポケモン,2.0,0.5,ドラゴン,ゴースト,クリアボディ,すりぬけ,のろわれボディ,9,28,60,30,40,30,82
773.0,0886-000,886,0,ドロンチ,,ドロンチ,pm0886_00_00_00.png,せわやくポケモン,11.0,1.4,ドラゴン,ゴースト,クリアボディ,すりぬけ,のろわれボディ,9,68,80,50,60,50,102
774.0,0887-000,887,0,ドラパルト,,ドラパルト,pm0887_00_00_00.png,ステルスポケモン,50.0,3.0,ドラゴン,ゴースト,クリアボディ,すりぬけ,のろわれボディ,9,88,120,75,100,75,142
736.0,0888-000,888,0,ザシアン,れきせんのゆうしゃ,ザシアン(れきせん),pm0888_11_00_00.png,つわものポケモン,110.0,2.8,フェアリー,,ふとうのけん,,,9,92,120,115,80,115,138
737.0,0888-001,888,1,ザシアン,けんのおう,ザシアン(けんのおう),pm0888_12_00_00.png,つわものポケモン,355.0,2.8,フェアリー,はがね,ふとうのけん,,,9,92,150,115,80,115,148
738.0,0889-000,889,0,ザマゼンタ,れきせんのゆうしゃ,ザマゼンタ(れきせん),pm0889_11_00_00.png,つわものポケモン,210.0,2.9,かくとう,,ふくつのたて,,,9,92,120,115,80,115,138
739.0,0889-001,889,1,ザマゼンタ,たてのおう,ザマゼンタ(たてのおう),pm0889_12_00_00.png,つわものポケモン,785.0,2.9,かくとう,はがね,ふくつのたて,,,9,92,120,140,80,140,128
740.0,0890-000,890,0,ムゲンダイナ,,ムゲンダイナ,pm0890_00_00_00.png,キョダイポケモン,950.0,20.0,どく,ドラゴン,プレッシャー,,,9,140,85,95,145,95,130
775.0,0891-000,891,0,ダクマ,,ダクマ,pm0891_00_00_00.png,けんぽうポケモン,12.0,0.6,かくとう,,せいしんりょく,,,9,60,90,60,53,50,72
776.0,0892-000,892,0,ウーラオス,いちげきのかた,ウーラオス(いちげき),pm0892_11_00_00.png,けんぽうポケモン,105.0,1.9,かくとう,あく,ふかしのこぶし,,,9,100,130,100,63,60,97
776.0,0892-001,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),pm0892_11_00_00.png,けんぽうポケモン,105.0,1.9,かくとう,みず,ふかしのこぶし,,,9,100,130,100,63,60,97
,0892-999,892,999,ウーラオス,キョダイマックス,ウーラオス(キョダイ),,-,9999.9,29.0,かくとう,あく,ふかしのこぶし,,,0,0,0,0,0,0,0
783.0,0893-000,893,0,ザルード,,ザルード,pm0893_11_00_00.png,わるざるポケモン,70.0,1.8,あく,くさ,リーフガード,,,9,105,120,105,70,95,105
784.0,0893-000,893,1,ザルード,とうちゃん,ザルード,pm0893_12_00_00.png,わるざるポケモン,70.0,1.8,あく,くさ,リーフガード,,,9,105,120,105,70,95,105
785.0,0894-000,894,0,レジエレキ,,レジエレキ,pm0894_00_00_00.png,エレクトロンポケモン,145.0,1.2,でんき,,トランジスタ,,,9,80,100,50,100,50,200
786.0,0895-000,895,0,レジドラゴ,,レジドラゴ,pm0895_00_00_00.png,りゅうぎょくポケモン,200.0,2.1,ドラゴン,,りゅうのあぎと,,,9,200,100,50,100,50,80
777.0,0896-000,896,0,ブリザポス,,ブリザポス,pm0896_00_00_00.png,あばれうまポケモン,800.0,2.2,こおり,,しろのいななき,,,9,100,145,130,65,110,30
778.0,0897-000,897,0,レイスポス,,レイスポス,pm0897_00_00_00.png,しゅんばポケモン,44.5,2.0,ゴースト,,くろのいななき,,,9,100,65,60,145,80,130
780.0,0898-000,898,0,バドレックス,,バドレックス,pm0898_11_00_00.png,キングポケモン,7.7,1.1,エスパー,くさ,きんちょうかん,,,9,100,80,80,80,80,80
781.0,0898-001,898,1,バドレックス,はくばじょうのすがた,バドレックス(はくば),pm0898_12_00_00.png,エンペラーポケモン,809.1,2.4,エスパー,こおり,じんばいったい,きんちょうかん,,9,100,165,150,85,130,50
782.0,0898-002,898,2,バドレックス,こくばじょうのすがた,バドレックス(こくば),pm0898_13_00_00.png,エンペラーポケモン,53.6,2.4,エスパー,ゴースト,じんばいったい,きんちょうかん,,9,100,85,80,165,100,150
787.0,0899-000,899,0,アヤシシ,,アヤシシ,pm0899_00_00_00.png,おおツノポケモン,95.1,1.8,ノーマル,エスパー,いかく,おみとおし,そうしょく,9,103,105,72,105,75,65
788.0,0900-000,900,0,バサギリ,,バサギリ,pm0900_00_00_00.png,まさかりポケモン,89.0,1.8,むし,いわ,むしのしらせ,ちからずく,きれあじ,9,70,135,95,45,70,85
795.0,0901-000,901,0,ガチグマ,,ガチグマ,pm0901_00_00_00.png,でいたんポケモン,290.0,2.4,じめん,ノーマル,こんじょう,ぼうだん,きんちょうかん,9,130,140,105,45,80,50
797.0,0901-001,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),pm0901_11_00_00.png,でいたんポケモン,333.0,2.7,じめん,ノーマル,しんがん,きんちょうかん,,9,130,140,105,45,80,50
793.0,0902-000,902,0,イダイトウ,オスのすがた,イダイトウ(オス),pm0902_11_41_00.png,おおうおポケモン,110.0,3.0,みず,ゴースト,すいすい,てきおうりょく,かたやぶり,9,120,112,65,80,75,78
794.0,0902-001,902,1,イダイトウ,メスのすがた,イダイトウ(メス),pm0902_12_41_00.png,おおうおポケモン,110.0,3.0,みず,ゴースト,すいすい,てきおうりょく,かたやぶり,9,120,92,65,100,75,78
789.0,0903-000,903,0,オオニューラ,,オオニューラ,pm0903_00_41_00.png,クライミングポケモン,43.0,1.3,かくとう,どく,プレッシャー,かるわざ,どくしゅ,9,80,130,60,40,80,120
792.0,0904-000,904,0,ハリーマン,,ハリーマン,pm0904_00_41_00.png,けんざんポケモン,60.5,2.5,あく,どく,どくのトゲ,すいすい,いかく,9,85,115,95,65,65,85
790.0,0905-000,905,0,ラブトロス,けしんフォルム,ラブトロス(けしん),pm0905_11_00_00.png,あいぞうポケモン,48.0,1.6,フェアリー,ひこう,メロメロボディ,あまのじゃく,,9,74,115,70,135,80,106
791.0,0905-001,905,1,ラブトロス,れいじゅうフォルム,ラブトロス(れいじゅう),pm0905_12_00_00.png,あいぞうポケモン,48.0,1.6,フェアリー,ひこう,ぼうじん,,,9,74,115,110,135,100,46
798.0,0906-000,906,0,ニャオハ,,ニャオハ,pm0906_00_00_00.png,くさねこポケモン,4.1,0.4,くさ,,しんりょく,へんげんじざい,,9,40,61,54,45,45,65
799.0,0907-000,907,0,ニャローテ,,ニャローテ,pm0907_00_00_00.png,くさねこポケモン,12.2,0.9,くさ,,しんりょく,へんげんじざい,,9,61,80,63,60,63,83
800.0,0908-000,908,0,マスカーニャ,,マスカーニャ,pm0908_00_00_00.png,マジシャンポケモン,31.2,1.5,くさ,あく,しんりょく,へんげんじざい,,9,76,110,70,81,70,123
801.0,0909-000,909,0,ホゲータ,,ホゲータ,pm0909_00_00_00.png,ほのおワニポケモン,9.8,0.4,ほのお,,もうか,てんねん,,9,67,45,59,63,40,36
802.0,0910-000,910,0,アチゲータ,,アチゲータ,pm0910_00_00_00.png,ほのおワニポケモン,30.7,1.0,ほのお,,もうか,てんねん,,9,81,55,78,90,58,49
803.0,0911-000,911,0,ラウドボーン,,ラウドボーン,pm0911_00_00_00.png,シンガーポケモン,326.5,1.6,ほのお,ゴースト,もうか,てんねん,,9,104,75,100,110,75,66
805.0,0912-000,912,0,クワッス,,クワッス,pm0912_00_00_00.png,こがもポケモン,6.1,0.5,みず,,げきりゅう,じしんかじょう,,9,55,65,45,50,45,50
806.0,0913-000,913,0,ウェルカモ,,ウェルカモ,pm0913_00_00_00.png,レッスンポケモン,21.5,1.2,みず,,げきりゅう,じしんかじょう,,9,70,85,65,65,60,65
807.0,0914-000,914,0,ウェーニバル,,ウェーニバル,pm0914_00_00_00.png,ダンサーポケモン,61.9,1.8,みず,かくとう,げきりゅう,じしんかじょう,,9,85,120,80,85,75,85
808.0,0915-000,915,0,グルトン,,グルトン,pm0915_00_00_00.png,ぶたポケモン,10.2,0.5,ノーマル,,アロマベール,くいしんぼう,あついしぼう,9,54,45,40,35,45,35
810.0,0916-000,916,0,パフュートン,オスのすがた,パフュートン(オス),pm0916_00_00_00.png,ぶたポケモン,120.0,1.0,ノーマル,,とれないにおい,くいしんぼう,あついしぼう,9,110,100,75,59,80,65
811.0,0916-001,916,1,パフュートン,メスのすがた,パフュートン(メス),pm0916_01_00_00.png,ぶたポケモン,120.0,1.0,ノーマル,,アロマベール,くいしんぼう,あついしぼう,9,115,90,70,59,90,65
813.0,0917-000,917,0,タマンチュラ,,タマンチュラ,pm0917_00_00_00.png,いとだまポケモン,4.0,0.3,むし,,ふみん,はりこみ,,9,35,41,45,29,40,20
814.0,0918-000,918,0,ワナイダー,,ワナイダー,pm0918_00_00_00.png,トラップポケモン,16.5,1.0,むし,,ふみん,はりこみ,,9,60,79,92,52,86,35
815.0,0919-000,919,0,マメバッタ,,マメバッタ,pm0919_00_00_00.png,バッタポケモン,1.0,0.2,むし,,むしのしらせ,いろめがね,,9,33,46,40,21,25,45
816.0,0920-000,920,0,エクスレッグ,,エクスレッグ,pm0920_00_00_00.png,バッタポケモン,17.5,1.0,むし,あく,むしのしらせ,いろめがね,,9,71,102,78,52,55,92
854.0,0921-000,921,0,パモ,,パモ,pm0921_00_00_00.png,ねずみポケモン,2.5,0.3,でんき,,せいでんき,しぜんかいふく,てつのこぶし,9,45,50,20,40,25,60
855.0,0922-000,922,0,パモット,,パモット,pm0922_00_00_00.png,ねずみポケモン,6.5,0.4,でんき,かくとう,ちくでん,しぜんかいふく,てつのこぶし,9,60,75,40,50,40,85
856.0,0923-000,923,0,パーモット,,パーモット,pm0923_00_00_00.png,てあてポケモン,41.0,0.9,でんき,かくとう,ちくでん,しぜんかいふく,てつのこぶし,9,70,115,70,70,60,105
842.0,0924-000,924,0,ワッカネズミ,,ワッカネズミ,pm0924_00_00_00.png,カップルポケモン,1.8,0.3,ノーマル,,にげあし,ものひろい,マイペース,9,50,50,45,40,45,75
843.0,0925-000,925,0,イッカネズミ,3びきかぞく,イッカネズミ,pm0925_11_00_00.png,ファミリーポケモン,2.3,0.3,ノーマル,,フレンドガード,ほおぶくろ,テクニシャン,9,74,75,70,65,75,111
844.0,0925-000,925,0,イッカネズミ,4ひきかぞく,イッカネズミ,pm0925_12_00_00.png,ファミリーポケモン,2.3,0.3,ノーマル,,フレンドガード,ほおぶくろ,テクニシャン,9,74,75,70,65,75,111
873.0,0926-000,926,0,パピモッチ,,パピモッチ,pm0926_00_00_00.png,こいぬポケモン,10.9,0.3,フェアリー,,マイペース,ぶきよう,,9,37,55,70,30,55,65
874.0,0927-000,927,0,バウッツェル,,バウッツェル,pm0927_00_00_00.png,いぬポケモン,14.9,0.5,フェアリー,,こんがりボディ,アロマベール,,9,57,80,115,50,80,95
832.0,0928-000,928,0,ミニーブ,,ミニーブ,pm0928_00_00_00.png,オリーブポケモン,6.5,0.3,くさ,ノーマル,はやおき,しゅうかく,,9,41,35,45,58,51,30
833.0,0929-000,929,0,オリーニョ,,オリーニョ,pm0929_00_00_00.png,オリーブポケモン,11.9,0.6,くさ,ノーマル,はやおき,しゅうかく,,9,52,53,60,78,78,33
834.0,0930-000,930,0,オリーヴァ,,オリーヴァ,pm0930_00_00_00.png,オリーブポケモン,48.2,1.4,くさ,ノーマル,こぼれダネ,しゅうかく,,9,78,69,90,125,109,39
860.0,0931-000,931,0,イキリンコ,グリーンフェザー,イキリンコ(グリーン),pm0931_11_00_00.png,インコポケモン,2.4,0.6,ノーマル,ひこう,いかく,はりきり,こんじょう,9,82,96,51,45,51,92
861.0,0931-001,931,1,イキリンコ,ブルーフェザー,イキリンコ(ブルー),pm0931_11_00_01.png,インコポケモン,2.4,0.6,ノーマル,ひこう,いかく,はりきり,こんじょう,9,82,96,51,45,51,92
862.0,0931-002,931,2,イキリンコ,イエローフェザー,イキリンコ(イエロー),pm0931_11_00_02.png,インコポケモン,2.4,0.6,ノーマル,ひこう,いかく,はりきり,ちからずく,9,82,96,51,45,51,92
863.0,0931-003,931,3,イキリンコ,ホワイトフェザー,イキリンコ(ホワイト),pm0931_11_00_03.png,インコポケモン,2.4,0.6,ノーマル,ひこう,いかく,はりきり,ちからずく,9,82,96,51,45,51,92
866.0,0932-000,932,0,コジオ,,コジオ,pm0932_00_00_00.png,がんえんポケモン,16.0,0.4,いわ,,きよめのしお,がんじょう,クリアボディ,9,55,55,75,35,35,25
867.0,0933-000,933,0,ジオヅム,,ジオヅム,pm0933_00_00_00.png,がんえんポケモン,105.0,0.6,いわ,,きよめのしお,がんじょう,クリアボディ,9,60,60,100,35,65,35
868.0,0934-000,934,0,キョジオーン,,キョジオーン,pm0934_00_00_00.png,がんえんポケモン,240.0,2.3,いわ,,きよめのしお,がんじょう,クリアボディ,9,100,100,130,45,90,35
912.0,0935-000,935,0,カルボウ,,カルボウ,pm0935_00_00_00.png,ひのこポケモン,10.5,0.6,ほのお,,もらいび,ほのおのからだ,,9,40,50,40,50,40,35
